onset	duration	run_number	trial_number	1st_interval_prob	2nd_interval_prob	1st_interval_dir	2nd_interval_dir	1st_interval_resp	1st_interval_rt	2nd_interval_resp	2nd_interval_rt	confidence_resp	confidence_rt
9413.831928	13.339753	4	1	3	1	1	1	1	0.3767205	3	0.4767095	1	1.3520614
9427.180003	13.2647745	4	2	1	2	2	4	4	0.8939753	2	0.561009	1	0.685885
9440.453097	13.1982869	4	3	1	2	4	4	1	0.5024418	4	0.3518308	2	0.4935902
9453.659693	13.2229986	4	4	1	1	1	4	3	1.0273801	3	1.6356052	1	0.601738
9466.899321	13.3398154	4	5	1	1	2	3	1	0.9599219	4	0.5431229	1	1.5434743
9480.247476	13.2232239	4	6	2	2	4	1	1	0.510038	4	1.0683084	2	0.977958
9493.478897	13.1981572	4	7	1	1	1	4	1	0.8114514	4	0.7116733	2	0.8523839
9506.68538	13.2814909	4	8	3	3	2	4	2	0.5439293	4	0.5277773	2	0.810065
9519.975198	13.3397707	4	9	3	1	3	2	3	0.3852473	2	1.8522808	1	0.6859525
9533.323423	13.1980114	4	10	1	3	2	1	4	0.610724	1	0.5771317	1	0.4778927
9546.529919	13.198152	4	11	1	3	1	4	3	0.3440507	4	0.4613608	2	1.5359771
9559.736397	13.2647163	4	12	3	3	3	4	3	0.6946103	4	0.4767004	1	0.6434412
9573.009624	13.3562711	4	13	3	2	1	2	1	0.4026182	2	0.3516441	1	1.0770887
9586.374251	13.1981663	4	14	3	2	4	1	4	0.3777093	1	0.5187959	1	0.4935046
9599.580749	13.1981953	4	15	1	3	2	2	4	0.5767574	2	0.3100537	1	1.0604091
9612.78725	13.281515	4	16	3	1	2	3	4	0.9525519	3	1.5772334	1	0.6933874
9626.07708	13.2981633	4	17	3	3	3	2	3	0.5275352	2	0.3443078	2	0.5106358
9639.383565	13.1981768	4	18	2	2	2	2	3	0.6696336	4	0.3351174	2	0.4688379
9652.590072	13.1981496	4	19	2	1	4	1	4	0.7188119	4	1.0848317	1	0.4180478
9665.796594	13.3481755	4	20	2	3	2	3	2	1.1439229	3	0.6103287	2	0.4600859
9679.1531	13.2398332	4	21	2	2	2	2	3	0.8181655	3	1.0197909	1	0.7434163
9692.401264	13.1981699	4	22	2	1	1	1	1	0.6605408	3	1.4434866	1	0.7516231
9705.60778	13.1981816	4	23	1	1	1	3	3	0.4017406	3	0.4930872	1	1.1345026
9718.814291	13.2815222	4	24	3	2	2	2	2	0.3936201	4	0.3938778	2	0.6514919
9732.104144	13.1981725	4	25	2	1	2	4	3	0.2937314	4	0.4770292	2	0.9432546
9745.310648	13.2981822	4	26	3	1	2	2	3	0.4936001	2	0.7189848	2	0.8596878
9758.617171	13.348162	4	27	1	2	4	1	3	0.335615	1	0.6021961	2	1.3026735
9771.973664	13.2733739	4	28	2	1	3	4	3	0.3687057	3	0.9351985	1	0.4271535
9785.255305	13.1980644	4	29	2	3	1	2	3	0.8599816	2	0.277646	2	0.4852486
9798.461701	13.1982459	4	30	2	3	4	1	3	0.3433667	1	0.4197518	2	0.6183468
9811.668224	13.2483257	4	31	1	3	2	4	3	0.4688741	4	0.4268863	2	1.0852445
9824.924927	13.3312808	4	32	1	2	4	4	3	0.4351117	4	0.3436161	2	0.4933476
9838.264682	13.1980784	4	33	3	2	2	2	2	0.2617191	4	0.3767577	2	0.6185558
9851.471094	13.1981549	4	34	2	3	2	4	1	0.4187074	4	0.2941816	1	0.7766768
9864.677602	13.3315176	4	35	2	2	3	3	3	0.2515478	3	0.5017262	2	0.4855309
9878.017452	13.2065212	4	36	3	3	3	4	3	0.3263269	4	0.3517739	2	1.7099358
