onset	duration	run_number	trial_number	1st_interval_prob	2nd_interval_prob	1st_interval_dir	2nd_interval_dir	1st_interval_resp	1st_interval_rt	2nd_interval_resp	2nd_interval_rt	confidence_resp	confidence_rt	1st_interval_fix_break	2nd_interval_fix_break
94282.8837	13.2460691	5	1	2	3	4	1	4	0.269484	1	1.1367604	2	1.2602619	1	0
94296.13819	13.2043823	5	2	2	3	2	4	2	1.6854363	4	1.7202564	2	1.4779921	0	0
94309.35092	13.2044604	5	3	2	3	1	3	1	1.2433446	3	1.778369	2	1.718383	0	0
94322.56361	13.2127649	5	4	3	3	2	2	2	1.5684083	2	1.702244	2	1.7518685	0	0
94335.79308	13.2127409	5	5	3	1	2	3	2	1.6862085	3	0.9014106	2	1.3860603	0	0
94349.01415	13.2127826	5	6	2	2	1	4	1	1.2283124	4	1.4271131	2	1.8698812	0	0
94362.23526	13.2127491	5	7	2	2	3	1	3	0.2027952	1	1.1783353	2	1.9016208	0	0
94375.45632	13.2044023	5	8	1	2	4	2	3	1.6204029	2	0.8865204	2	1.9265513	0	0
94388.6691	13.2127135	5	9	2	1	2	1	1	1.3016115	1	1.8780169	2	1.694419	0	0
94401.89019	13.2127057	5	10	1	1	3	1	3	0.9930924	1	1.8268661	1	2.2364637	0	0
94415.11146	13.2125613	5	11	3	2	3	2	3	1.1866664	1	1.4945083	2	2.0532172	0	0
94428.33236	13.2044383	5	12	2	2	3	3	3	1.9455561	2	2.3522562	0	0	0	0
94441.54507	13.2043894	5	13	2	1	3	4	4	2.2438005	4	2.2269181	1	1.4698036	0	0
94454.75787	13.2127064	5	14	1	3	2	1	3	1.8871397	1	1.9648928	0	0	0	0
94467.97896	13.2127567	5	15	3	3	1	4	1	1.4124152	4	1.7101918	2	1.9030202	0	0
94481.2	13.204457	5	16	1	2	1	3	1	1.603169	2	1.7018506	1	2.2185324	0	0
94494.41276	13.2127435	5	17	3	1	1	1	1	1.6698114	4	1.1872668	1	1.2039215	0	0
94507.63383	13.2044136	5	18	1	3	3	3	4	0.8029875	3	1.4574648	2	1.3110265	0	0
94520.84662	13.2043933	5	19	1	2	2	3	2	0.7698066	3	1.4613046	2	2.2934047	0	0
94534.05945	13.2043212	5	20	1	3	1	1	1	1.7181537	1	1.8111833	2	1.6015826	0	0
94547.27215	13.2043857	5	21	3	3	2	1	2	1.9043883	1	0.8357996	1	1.0276853	0	0
94560.48485	13.2127277	5	22	3	1	2	4	2	1.4189716	4	0.260708	2	1.4529475	0	0
94573.70595	13.2044053	5	23	1	1	2	1	4	1.4771709	4	0.6427303	2	1.1097735	0	0
94586.91869	13.2043958	5	24	2	1	2	3	3	1.5849562	3	0.8695081	2	1.0275857	0	0
94600.13149	13.2294047	5	25	1	2	1	1	4	1.5862587	1	1.2027695	2	1.1179427	0	0
94613.36926	13.204538	5	26	1	1	2	2	4	1.795417	2	0.9293874	2	1.2445238	0	0
94626.58203	13.2043146	5	27	2	2	2	2	3	1.0694874	4	0.8597502	2	1.4529401	0	0
94639.79469	13.2044789	5	28	3	2	3	4	0	0	4	0.5177109	2	0.8608318	0	0
94653.00751	13.2043926	5	29	3	3	2	1	2	0.9764918	1	1.142971	2	1.3363861	0	0
94666.2202	13.2044429	5	30	3	2	3	3	3	1.1441034	3	0.6678833	2	0.8012253	0	0
94679.43298	13.2043871	5	31	3	2	4	4	4	1.1848518	4	0.9442781	2	0.6443731	0	0
94692.64571	13.2127766	5	32	1	3	4	3	4	1.3515992	2	1.4861264	1	1.6532727	0	0
94705.86686	13.2043828	5	33	2	1	4	3	4	0.4771772	3	0.644026	2	0.5346506	0	0
94719.07961	13.2127149	5	34	2	3	2	2	1	1.0610607	4	0.9606875	2	1.5515483	0	0
94732.30076	13.2126862	5	35	3	1	4	2	4	1.5364395	4	1.4182209	2	0.7847281	0	0
94745.52176	13.2127837	5	36	1	1	1	2	1	0.6360182	4	0.8762907	2	0.6932076	0	0
