onset	duration	run_number	trial_number	1st_interval_prob	2nd_interval_prob	1st_interval_dir	2nd_interval_dir	1st_interval_resp	1st_interval_rt	2nd_interval_resp	2nd_interval_rt	confidence_resp	confidence_rt	1st_interval_fix_break	2nd_interval_fix_break
4185.272203	14.1979842	5	1	1	2	1	4	1	0.5275458	4	0.9337747	2	0.3838812	0	0
4199.478516	14.1230211	5	2	3	3	1	4	1	0.4922	4	0.3947952	2	0.5005469	0	0
4213.609868	13.3065909	5	3	1	3	4	2	2	0.9087212	2	1.3336686	2	0.5003546	0	0
4226.924772	14.0479704	5	4	2	2	3	3	3	0.5421202	4	0.4854911	1	0.4017471	0	0
4240.989405	14.0730429	5	5	1	1	4	1	0	0	1	0.350465	2	0.5337538	0	0
4255.070784	13.6897455	5	6	3	2	4	1	4	0.3609709	1	0.4170473	2	0.5513418	0	0
4268.768868	13.964749	5	7	3	3	1	3	1	0.8776441	3	0.452197	1	1.7252684	0	0
4282.741936	14.2230551	5	8	3	3	2	2	2	0.4587305	2	0.8254253	1	0.5357743	0	0
4296.973312	14.0730311	5	9	2	3	4	2	4	1.5753209	1	0.9254513	2	1.743038	0	0
4311.05467	13.1981896	5	10	3	2	1	2	1	1.1605828	2	0.5603625	2	0.9001595	0	0
4324.261191	14.2313546	5	11	3	1	3	3	3	0.4434927	3	0.2351645	1	0.33562	0	0
4338.500878	14.0813942	5	12	3	3	3	2	3	0.4019581	2	0.4937586	1	0.7513002	0	0
4352.590603	13.5814459	5	13	2	3	4	2	4	0.7755327	2	0.4261558	2	0.368809	0	0
4366.180401	13.573113	5	14	2	1	4	2	4	0.3600777	3	0.2587588	1	0.3350015	0	0
4379.761858	14.0397294	5	15	3	1	4	3	4	0.3199704	2	0.1095227	1	0.4351158	0	0
4393.809919	14.1230502	5	16	1	3	3	3	3	1.1022446	3	0.2026935	2	0.4524536	0	0
4407.941302	13.2315041	5	17	2	2	3	1	3	1.9677932	4	0.5604296	2	0.3668873	0	0
4421.181137	14.1397403	5	18	1	2	1	4	1	0.6846078	4	0.3946481	1	0.5002308	0	0
4435.329207	14.1147088	5	19	3	1	3	2	3	0.701214	1	0.9518461	1	0.4515738	0	0
4449.452263	14.131349	5	20	3	2	1	1	1	0.3107775	1	0.5944192	1	0.6835506	0	0
4463.591953	13.2565129	5	21	1	1	2	4	2	0.4422513	1	0.2936834	1	0.393252	0	0
4476.85681	14.0730735	5	22	2	1	4	4	4	0.3103692	1	0.1435627	1	0.5100561	0	0
4490.938211	14.0814027	5	23	1	3	2	4	2	0.425431	4	0.2022302	1	1.3353727	0	0
4505.027927	13.606466	5	24	1	1	4	1	1	0.6183492	1	0.4085955	2	0.6185727	0	0
4518.642727	13.8647619	5	25	2	1	1	2	1	0.3267014	1	0.8599803	1	0.4002285	0	0
4532.515809	14.0730972	5	26	3	1	4	3	4	0.3605843	1	0.6342085	1	1.0668505	0	0
4546.597246	14.0313641	5	27	2	3	2	2	2	0.3263596	2	0.2691583	1	0.5252313	0	0
4560.636943	13.1982186	5	28	3	2	1	1	1	0.3502732	1	0.4103638	1	0.3270845	0	0
4573.843493	14.0647408	5	29	1	2	3	1	3	1.6852782	1	0.3585886	2	0.3419167	0	0
4587.916563	14.0814017	5	30	2	2	2	3	2	0.1170676	3	0.3846657	1	0.3770218	0	0
4602.006315	13.8980551	5	31	1	1	2	4	2	0.3935444	1	0.4085456	1	0.4419091	0	0
4615.912693	13.6398308	5	32	2	3	3	1	3	0.6674917	1	0.3252919	2	0.6016066	0	0
4629.560855	14.0730581	5	33	1	2	2	4	2	0.9019881	1	0.2681287	1	0.4346988	0	0
4643.642243	14.0397584	5	34	2	2	2	3	2	0.2266871	3	0.2753613	1	1.4854765	0	0
4657.690405	13.2647925	5	35	2	1	2	2	2	0.3669396	1	0.2177337	2	1.1271545	1	0
4670.963509	14.131467	5	36	1	3	2	4	2	0.3169606	4	0.4353128	2	0.402022	0	0
