onset	duration	run_number	trial_number	1st_interval_prob	2nd_interval_prob	1st_interval_dir	2nd_interval_dir	1st_interval_resp	1st_interval_rt	2nd_interval_resp	2nd_interval_rt	confidence_resp	confidence_rt
1164.060874	13.2312321	1	1	3	2	3	3	3	0.8267198	1	0.9270373	1	1.3931537
1177.300444	13.2064023	1	2	3	1	1	3	1	0.4440575	2	1.2943336	1	0.9527452
1190.515175	13.1980268	1	3	1	3	4	4	4	2.1028411	4	0.7017799	2	1.4101519
1203.721573	13.1981634	1	4	2	1	4	1	2	0.7271805	1	0.5271685	2	1.0861993
1216.936287	13.1980911	1	5	1	3	2	2	2	1.1611273	1	0.8017893	2	1.0851158
1230.142709	13.1980382	1	6	2	3	3	3	4	0.9103063	3	0.9522086	2	1.468793
1243.349078	13.1981889	1	7	3	1	4	4	4	0.5357846	2	1.0350141	1	1.0023342
1256.555546	13.1981026	1	8	3	3	1	3	1	1.0775245	3	0.5351868	2	0.6774027
1269.761977	13.1981126	1	9	2	3	3	3	1	1.0765472	3	0.4686478	2	0.5031443
1282.968406	13.1981284	1	10	3	2	1	4	1	0.6521557	4	0.653134	1	0.5269314
1296.174865	13.1981285	1	11	3	2	1	2	1	0.5944105	2	0.4530993	1	0.9037559
1309.381322	13.1981451	1	12	2	2	4	4	4	0.7867754	4	0.777187	1	0.7356408
1322.587779	13.1981412	1	13	1	1	1	4	4	1.5029411	4	0.7189789	2	0.5773082
1335.794255	13.1981196	1	14	2	1	2	4	1	0.6355717	4	0.5877023	2	0.5851578
1349.000706	13.1981389	1	15	3	1	3	4	3	0.5941959	2	0.6863215	1	0.6853567
1362.207177	13.1981388	1	16	2	3	3	3	4	0.7189198	3	0.3764541	2	0.7933884
1375.413645	13.1981493	1	17	3	1	1	2	1	0.6264018	2	0.4856819	1	0.6104443
1388.620125	13.1981202	1	18	1	2	2	4	1	1.1686801	3	0.8856984	2	0.8018387
1401.826734	13.19803	1	19	1	1	2	2	1	0.7685115	2	0.7030927	2	0.6686965
1415.033089	13.1982117	1	20	1	3	4	2	2	0.7690253	2	1.2350624	2	0.6434007
1428.239573	13.1981554	1	21	1	1	3	4	3	1.4354822	1	0.5769803	1	0.8933193
1441.446054	13.1982877	1	22	3	3	2	2	2	0.5599941	1	0.7190413	1	0.89319
1454.652592	13.1981281	1	23	2	2	1	2	1	0.5776755	1	0.5440024	1	0.6766769
1467.859038	13.1981289	1	24	2	2	1	2	1	0.5938668	3	1.5684237	1	0.6438721
1481.065521	13.1981508	1	25	2	1	4	4	4	0.8432801	2	0.6605443	0	0
1494.272015	13.1981639	1	26	1	3	3	3	1	0.6519126	3	0.8853092	1	0.6013283
1507.478511	13.1981438	1	27	3	3	1	2	1	0.517981	2	0.5768003	1	0.6096267
1520.685008	13.1981632	1	28	1	2	3	4	4	1.5182552	4	0.6435003	2	0.6929156
1533.891507	13.1981622	1	29	1	2	1	2	1	0.5601287	2	0.0270415	2	0.8929861
1547.098002	13.1981684	1	30	2	1	4	2	4	0.7767203	2	0.5185713	1	0.5599533
1560.304493	13.1981625	1	31	2	2	4	1	4	0.9020204	1	0.5767403	1	1.410204
1573.511058	13.1981106	1	32	1	2	3	1	3	0.5523069	1	1.4935922	2	0.6180341
1586.7175	13.1981641	1	33	3	3	2	1	2	0.5283645	1	0.5106444	2	1.2345753
1599.924001	13.198175	1	34	1	1	4	4	4	0.8347675	1	0.4184181	1	0.4271822
1613.130501	13.1981369	1	35	3	2	2	1	1	1.0263399	1	0.4518027	2	0.7435043
1626.33696	13.1982214	1	36	2	3	3	3	3	0.6529595	3	0.6934457	1	1.0685314
